year,Pipeline,Region From,Region To,State From,County From,State To,County To,Capacity (mmcfd),Notes
2017.0,Dominion Transmission Co,Northeast,Intra-regional,Maryland,Frederick,Virginia,Loudoun,622.0,Leidy South Project (FERC CP15-492)
2017.0,Dominion Transmission Co,Northeast,Intra-regional,New York,Allegany,Pennsylvania,Potter,150.0,
2017.0,Dominion Transmission Co,Northeast,Intra-regional,Ohio,Columbiana,Pennsylvania,Beaver,560.0,
2017.0,Dominion Transmission Co,Northeast,Intra-regional,Pennsylvania,Franklin,Maryland,Washington,924.0,Leidy South Project (FERC CP15-492)
2017.0,Dominion Transmission Co,Northeast,Intra-regional,Pennsylvania,Potter,New York,Allegany,125.0,
2017.0,Dominion Transmission Co,Northeast,Intra-regional,Pennsylvania,Tioga,New York,Steuben,988.0,New Market Expansion (FERC 14-497)
2017.0,Dominion Transmission Co,Northeast,Intra-regional,Pennsylvania,Crawford,Ohio,Ashtabula,595.0,Dominion Lebanon West II FERC Docket CP14-555
2017.0,Dominion Transmission Co,Northeast,Intra-regional,Pennsylvania,Buchanan,West Virginia,Mcdowell,245.0,
2017.0,Dominion Transmission Co,Northeast,Intra-regional,Virginia,Loudoun,Maryland,Montgomery,700.0,
2017.0,Dominion Transmission Co,Northeast,Intra-regional,West Virginia,Wetzel,Ohio,Monroe,959.0,Dominion Clarington Project FERC Docket CP14-496
2017.0,Dominion Transmission Co,Northeast,Intra-regional,West Virginia,Marshall,Pennsylvania,Greene,185.0,
2017.0,Dominion Transmission Co,Northeast,Intra-regional,West Virginia,Monongalia,Pennsylvania,Greene,1284.0,
2017.0,East Breaks Gathering,Gulf of Mexico,Intra-regional,Gulf of Mexico - Deepwater,Alimos Canyon AC25,Gulf of Mexico,HI A573,400.0,
2017.0,East Tennessee Nat Gas Co,Midwest,Southeast,Tennessee,Hamilton,Georgia,Catoosa,222.0,
2017.0,East Tennessee Nat Gas Co,Midwest,Northeast,Tennessee,Washington,Virginia,Sullivan,70.0,
2017.0,East Tennessee Nat Gas Co,Northeast,Southeast,Virginia,Henry,North Carolina,Rockingham,570.0,
2017.0,East Tennessee Nat Gas Co,Northeast,Midwest,Virginia,Sullivan,Tennessee,Washington,220.0,
2017.0,Eastern Shore Nat Gas Co,Northeast,Intra-regional,Delaware,Sussex,Maryland,Dorchester,22.0,
2017.0,Eastern Shore Nat Gas Co,Northeast,Intra-regional,Maryland,Cecil,Delaware,New Castle,145.0,ES White Oak Mainline Expansion FERC Docket CP15-18
2017.0,Eastern Shore Nat Gas Co,Northeast,Intra-regional,Pennsylvania,Chester,Delaware,New Castle,80.0,
2017.0,Eastern Shore Nat Gas Co,Northeast,Intra-regional,Pennsylvania,Chester,Maryland,Cecil,145.0,ES White Oak Mainline Expansion FERC Docket CP15-18
2017.0,El Paso Nat Gas Co,Mountain,Pacific,Arizona,LaPaz,California,Riverside,1912.0,
2017.0,El Paso Nat Gas Co,Mountain,Pacific,Arizona,Mohave,California,San Bernardino,2080.0,
2017.0,El Paso Nat Gas Co,Mountain,Mexico,Arizona,Cochise,Mexico,Sonora,503.0,Monument 90 Expansion (23 MMcf/d). Increase from 34 MMcf/d to total capacity of 57 MMcf/d (CP15-493). 
2017.0,El Paso Nat Gas Co,Mountain,Mexico,Arizona,Santa Cruz,Mexico,Sonora,9.0,
2017.0,El Paso Nat Gas Co,Mountain,Intra-regional,Colorado,Laplata,New Mexico,San Juan,790.0,
2017.0,El Paso Nat Gas Co,Mountain,Intra-regional,New Mexico,Hidalgo,Arizona,Cochise,2250.0,
2017.0,El Paso Nat Gas Co,Mountain,Intra-regional,New Mexico,Mckinley,Arizona,Apache,2247.0,
2017.0,El Paso Nat Gas Co,Mountain,South Central,New Mexico,Lea,Texas,Yoakum,700.0,
2017.0,El Paso Nat Gas Co,South Central,Intra-regional,Oklahoma,Beckham,Texas,Wheeler,250.0,
2017.0,El Paso Nat Gas Co,South Central,Mexico,Texas,El Paso,Mexico,Chihuahua,910.0,
2017.0,El Paso Nat Gas Co,South Central,Mountain,Texas,El Paso,New Mexico,Dona Ana,2370.0,
2017.0,El Paso Nat Gas Co,South Central,Mountain,Texas,Yoakum,New Mexico,Lea,700.0,
2017.0,El Paso Nat Gas Co,South Central,Intra-regional,Texas,Wheeler,Oklahoma,Roger Mills,152.0,
2017.0,Empire Pipeline Inc,Northeast,Canada,New York,Eire,Ontario,Ontario,350.0,
2017.0,Empire Pipeline Inc,Canada,Northeast,Ontario,Ontario,New York,Eire,750.0,
2017.0,Empire Pipeline Inc,Northeast,Intra-regional,Pennsylvania,Tioga,New York,Steuben,350.0,
2017.0,"Enable Gas Transmission, LLC",South Central,Intra-regional,Arkansas,Columbia,Louisiana,Webster,156.0,
2017.0,"Enable Gas Transmission, LLC",South Central,Midwest,Arkansas,Benton,Missouri,Mc Donald,100.0,
2017.0,"Enable Gas Transmission, LLC",South Central,Intra-regional,Arkansas,Miller,Texas,Bowie,150.0,
2017.0,"Enable Gas Transmission, LLC",South Central,Intra-regional,Louisiana,Webster,Arkansas,Columbia,135.0,
2017.0,"Enable Gas Transmission, LLC",South Central,Intra-regional,Louisiana,Caddo,Texas,Harrison,25.0,
2017.0,"Enable Gas Transmission, LLC",South Central,Midwest,Mississippi,De Soto,Tennessee,Shelby,25.0,
2017.0,"Enable Gas Transmission, LLC",Midwest,South Central,Missouri,Mc Donald,Arkansas,Benton,25.0,
2017.0,"Enable Gas Transmission, LLC",South Central,Intra-regional,Oklahoma,Le Flore,Arkansas,Sebastian,1786.0,
2017.0,"Enable Gas Transmission, LLC",South Central,Intra-regional,Oklahoma,Kay,Kansas,Sumner,40.0,
2017.0,"Enable Gas Transmission, LLC",South Central,Intra-regional,Oklahoma,Roger Mills,Texas,Hemphill,112.0,
2017.0,"Enable Gas Transmission, LLC",Midwest,South Central,Tennessee,Shelby,Arkansas,Crittenden,25.0,
2017.0,"Enable Gas Transmission, LLC",South Central,Intra-regional,Texas,Panola,Louisiana,Caddo,2087.0,
2017.0,"Enable Gas Transmission, LLC",South Central,Intra-regional,Texas,Wheeler,Oklahoma,Beckham,100.0,
2017.0,"Enable Mississippi River Transmission, LLC",South Central,Intra-regional,Arkansas,Ashley,Louisiana,Morehouse,550.0,
2017.0,"Enable Mississippi River Transmission, LLC",South Central,Midwest,Arkansas,Clay,Missouri,Ripley,730.0,
2017.0,"Enable Mississippi River Transmission, LLC",Midwest,Intra-regional,Illinois,St. Clair,Missouri,St Louis,870.0,
2017.0,"Enable Mississippi River Transmission, LLC",South Central,Intra-regional,Louisiana,Morehouse,Arkansas,Ashley,730.0,
2017.0,"Enable Mississippi River Transmission, LLC",Midwest,Intra-regional,Missouri,St Louis,Illinois,St Clair,715.0,
2017.0,"Enable Mississippi River Transmission, LLC",South Central,Intra-regional,Texas,Harrison,Louisiana,Caddo,85.0,
2017.0,EnCana Pipeline Ltd,Canada,Mountain,Alberta,Alberta,Montana,Toole,100.0,
2017.0,EnCana Pipeline Ltd,Mountain,Canada,Montana,Toole,Saskatchewan,Saskatchewan,6.0,
2017.0,EnCana Pipeline Ltd,Canada,Mountain,Saskatchewan,Saskatchewan,Montana,Phillips,10.0,
2017.0,Encinal Gathering Ltd.,Mexico,South Central,Mexico,Tamaulipas,Texas,Webb,60.0,
2017.0,Encinal Gathering Ltd.,South Central,Mexico,Texas,Webb,Mexico,Tamaulipas,60.0,
2017.0,Equitrans Inc,Northeast,Intra-regional,Pennsylvania,Greene,West Virginia,Monongalia,70.0,
2017.0,Equitrans Inc,Northeast,Intra-regional,West Virginia,Wetzel,Ohio,Monroe,850.0,Equitrans Ohio Valley Connector FERC Docket CP15-41
2017.0,Equitrans Inc,Northeast,Intra-regional,West Virginia,Monongalia,Pennsylvania,Greene,334.0,
2017.0,Equitrans Inc,Northeast,Intra-regional,West Virginia,Wetzel,Pennsylvania,Greene,600.0,
2017.0,"ETC Tiger Pipeline, LLC",South Central,Intra-regional,Texas,Panola,Louisiana,Caddo,1000.0,
2017.0,Fayetteville Express Pipeline,South Central,Intra-regional,Arkansas,Phillips,Mississippi,Coahoma,2000.0,
2017.0,Ferndale P L Co,Canada,Pacific,British Columbia,British Columbia,Washington,Whatcom,105.0,
2017.0,Florida Gas Trans Co,South Central,Southeast,Alabama,Escambia,Florida,Santa Rosa,3175.0,
2017.0,Florida Gas Trans Co,Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Texas,Matagorda,0.0,"MOPS has shared assets by Northern Natural, SoNat, FGT, and others"
2017.0,Florida Gas Trans Co,South Central,Intra-regional,Louisiana,Washington,Mississippi,Pearl River,1300.0,
2017.0,Florida Gas Trans Co,South Central,Intra-regional,Mississippi,Greene,Alabama,Mobile,1883.0,
2017.0,Florida Gas Trans Co,South Central,Intra-regional,Texas,Orange,Louisiana,Calcasieu,320.0,
2017.0,Gas Transmission Northwest,Canada,Mountain,British Columbia,Alberta,Idaho,Boundary,2741.0,
2017.0,Gas Transmission Northwest,Mountain,Pacific,Idaho,Kootenai,Washington,Spokane,2561.0,
2017.0,Gas Transmission Northwest,Pacific,Intra-regional,Oregon,Klamath,California,Modoc,2071.0,
2017.0,Gas Transmission Northwest,Pacific,Intra-regional,Washington,Walla Walla,Oregon,Umatilla,2131.0,
2017.0,Gas Transport Inc,Northeast,Intra-regional,West Virginia,Wood,Ohio,Washington,30.0,
2017.0,Golden Pass Pipeline,South Central,Intra-regional,Texas,Orange,Louisiana,Calcasieu,2500.0,
2017.0,Granite State Gas Trans Inc,Northeast,Intra-regional,Maine,York,New Hampshire,Rockingham,31.0,
2017.0,Granite State Gas Trans Inc,Northeast,Intra-regional,Massachusetts,Essex,New Hampshire,Rockingham,31.0,
2017.0,Granite State Gas Trans Inc,Northeast,Intra-regional,New Hampshire,Rockingham,Maine,York,31.0,
2017.0,Granite State Gas Trans Inc,Canada,Northeast,Quebec,Quebec,Vermont,Orleans,0.0,
2017.0,Great Lakes Gas Trans Ltd,Canada,Midwest,Manitoba,Manitoba,Minnesota,Kittson,2412.0,
2017.0,Great Lakes Gas Trans Ltd,Midwest,Canada,Michigan,Chippewa,Ontario,Ontario,317.0,
2017.0,Great Lakes Gas Trans Ltd,Midwest,Canada,Michigan,St. Clair,Ontario,Ontario,1482.0,
2017.0,Great Lakes Gas Trans Ltd,Midwest,Intra-regional,Michigan,Gogebic,Wisconsin,Iron,2226.0,Corrected due to pipeline being bidirectional
2017.0,Great Lakes Gas Trans Ltd,Midwest,Canada,Minnesota,Kittson,Manitoba,Manitoba,713.0,Updated to reflect bidirectional flow; capacity from NEB
2017.0,Great Lakes Gas Trans Ltd,Midwest,Intra-regional,Minnesota,St Louis,Wisconsin,Douglas,2226.0,
2017.0,Great Lakes Gas Trans Ltd,Canada,Midwest,Ontario,Ontario,Michigan,St. Clair,1482.0,
2017.0,Great Lakes Gas Trans Ltd,Midwest,Intra-regional,Wisconsin,Iron,Michigan,Gogebic,2226.0,
2017.0,Great Lakes Gas Trans Ltd,Midwest,Intra-regional,Wisconsin,Douglas,Minnesota,St Louis,2226.0,
2017.0,Guarden Banks Pipeline,Gulf of Mexico,Intra-regional,Gulf of Mexico - Deepwater,Guarden Banks 128A,Gulf of Mexico,South Marsh Island 76,1000.0,
2017.0,Guardian Pipeline Co,Midwest,Intra-regional,Illinois,Mchenry,Wisconsin,Walworth,1287.0,
2017.0,Gulf Crossing Pipeline,South Central,Intra-regional,Oklahoma,Bryan,Texas,Lamar,1726.0,
2017.0,Gulf Crossing Pipeline,South Central,Intra-regional,Texas,Cass,Louisiana,Caddo,1726.0,
2017.0,Gulf South Pipeline Co,South Central,Southeast,Alabama,Baldwin,Florida,Escambia,190.0,
2017.0,Gulf South Pipeline Co,South Central,Intra-regional,Alabama,Mobile,Mississippi,George,200.0,
2017.0,Gulf South Pipeline Co,Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Louisiana,St. Mary,0.0,"Zero Gulf South Capacity as duplicate of Nautilus, Discovery, and Venice Gathering System"
2017.0,Gulf South Pipeline Co,South Central,Intra-regional,Louisiana,Madison,Mississippi,Warren,2346.0,
2017.0,Gulf South Pipeline Co,South Central,Intra-regional,Louisiana,St. Tammany,Mississippi,Hancock,950.0,
2017.0,Gulf South Pipeline Co,South Central,Intra-regional,Louisiana,Caddo,Texas,Harrison,20.0,
2017.0,Gulf South Pipeline Co,South Central,Intra-regional,Mississippi,Clarke,Alabama,Choctaw,1272.0,
2017.0,Gulf South Pipeline Co,South Central,Intra-regional,Mississippi,George,Alabama,Mobile,511.0,
2017.0,Gulf South Pipeline Co,South Central,Intra-regional,Mississippi,Jackson,Alabama,Mobile,1200.0,
2017.0,Gulf South Pipeline Co,South Central,Intra-regional,Mississippi,Hancock,Louisiana,St. Tammany,310.0,
2017.0,Gulf South Pipeline Co,South Central,Intra-regional,Texas,Panola,Louisiana,De Soto,3203.0,
2017.0,Gulf States Transmission Corp,South Central,Intra-regional,Texas,Harrison,Louisiana,Caddo,155.0,
2017.0,Gulfstream Natural Gas System (via the Gulf of Mexico),South Central,Southeast,Alabama,Mobile,Florida,Manatee,1285.0,
2017.0,Havre Pipeline Co,Mountain,Canada,Montana,Blaine,Saskatchewan,Saskatchewan,60.0,
2017.0,High Island Offshore Sys,Gulf of Mexico,Intra-regional,Gulf of Mexico - Deepwater,High Island South,Gulf of Mexico,WC167,500.0,Capacity given by Genesis Energy
2017.0,High Point Gas Transmission,Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Louisiana,Plaquemines,650.0,
2017.0,Houston Pipeline Co,Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Texas,Kleberg,230.0,
2017.0,Houston Pipeline Co,South Central,Mexico,Texas,Hidalgo,Mexico,Reynosa,140.0,
2017.0,Independence Trail,Gulf of Mexico,Intra-regional,Gulf of Mexico - Deepwater,Mississippi Canyon 920,Gulf of Mexico,West Delta 68,1000.0,
2017.0,Interenergy Sheffield Pipeline,Canada,Mountain,Saskatchewan,Saskatchewan,North Dakota,Burke,3.0,
2017.0,International Paper Pipeline,South Central,Intra-regional,Louisiana,Concorde,Mississippi,Adams,15.0,
2017.0,Interstate Power Co,Midwest,Intra-regional,Illinois,Carroll,Iowa,Clinton,75.0,
2017.0,Interstate Power Co,Midwest,Intra-regional,Iowa,Clinton,Illinois,Carroll,75.0,
2017.0,Iroquois Pipeline Co,Northeast,Intra-regional,Connecticut,New Haven,New York,Suffolk,620.0,
2017.0,Iroquois Pipeline Co,Northeast,Intra-regional,New York,Dutchess,Connecticut,Litchfield,866.0,
2017.0,Iroquois Pipeline Co,Canada,Northeast,Ontario,Ontario,New York,St Lawrence,1150.0,
2017.0,Kelso-Beaver Pipeline Co,Pacific,Intra-regional,Washington,Cowlitz,Oregon,Columbia,200.0,
2017.0,Kern River Gas Trans Co,Mountain,Pacific,Nevada,Clark,California,San Bernardino,2146.0,
2017.0,Kern River Gas Trans Co,Mountain,Intra-regional,Utah,Washington,Nevada,Lincoln,2445.0,
2017.0,Kern River Gas Trans Co,Mountain,Intra-regional,Wyoming,Uinta,Utah,Summit,2276.0,
2017.0,Kinder Morgan Border Pipeline LP,Mexico,South Central,Mexico,Tamaulipas,Texas,Hidalgo,300.0,
2017.0,Kinder Morgan Border Pipeline LP,South Central,Mexico,Texas,Hidalgo,Mexico,Tamaulipas,300.0,
2017.0,Kinder-Morgan Texas Pipeline Co,South Central,Mexico,Texas,Starr,Mexico,Tamaulipas,640.0,
2017.0,"Kinetica Partners, LLC",Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Louisiana,Cameron,1919.0,"TC Offshore/ANR  sold to Kinetica Partners April, 2016"
2017.0,"Kinetica Partners, LLC",Gulf of Mexico,South Central,Gulf of Mexico,Main Pass 27,Louisiana,Plaquemines,3217.0,
2017.0,KO Transmission Co,Midwest,Northeast,Kentucky,Campbell,Ohio,Hamilton,219.0,
2017.0,KO Transmission Co,Northeast,Midwest,Ohio,Hamilton,Kentucky,Campbell,219.0,
2017.0,"KPC Pipeline, LLC",South Central,Midwest,Kansas,Wyandotte,Missouri,Jackson,50.0,
2017.0,"KPC Pipeline, LLC",South Central,Intra-regional,Oklahoma,Osage,Kansas,Cowley,50.0,
2017.0,Manta Ray Gathering,Gulf of Mexico,Intra-regional,Gulf of Mexico - Deepwater,Green Canyon-Ship Shoal,Gulf of Mexico,Ship Shoal 207,800.0,
2017.0,Marion Natural Gas System Co,Midwest,South Central,Tennessee,Marion,Alabama,Jackson,10.0,
2017.0,Maritimes/Northeast PL Co,Northeast,Canada,Maine,Washington,New Brunswick,New Brunswick,833.0,
2017.0,Maritimes/Northeast PL Co,Northeast,Intra-regional,Maine,York,New Hampshire,Rockingham,833.0,
2017.0,Maritimes/Northeast PL Co,Canada,Northeast,New Brunswick,New Brunswick,Maine,Washington,833.0,
2017.0,Maritimes/Northeast PL Co,Northeast,Intra-regional,New Hampshire,Rockingham,Massachusetts,Essex,833.0,
2017.0,Matagorda Offshore Pipeline System (MOPS),Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Texas,Calhoun,0.0,
2017.0,Midcontinent Express Pipeline LLC,South Central,Intra-regional,Louisiana,Madison,Mississippi,Warren,1533.0,
2017.0,Midcontinent Express Pipeline LLC,South Central,Intra-regional,Mississippi,Clarke,Alabama,Choctaw,1533.0,
2017.0,Midcontinent Express Pipeline LLC,South Central,Intra-regional,Oklahoma,Bryan,Texas,Fannin,1833.0,
2017.0,Midcontinent Express Pipeline LLC,South Central,Intra-regional,Texas,Cass,Louisiana,Caddo,1833.0,
2017.0,Midwestern Gas Trans Co,Midwest,Intra-regional,Illinois,Clark,Indiana,Vigo,715.0,
2017.0,Midwestern Gas Trans Co,Midwest,Intra-regional,Indiana,Vigo,Illinois,Clark,500.0,
2017.0,Midwestern Gas Trans Co,Midwest,Intra-regional,Indiana,Spencer,Kentucky,Davees,350.0,
2017.0,Midwestern Gas Trans Co,Midwest,Intra-regional,Kentucky,Davees,Indiana,Spencer,664.0,
2017.0,Midwestern Gas Trans Co,Midwest,Intra-regional,Kentucky,Simpson,Tennessee,Sumner,350.0,
2017.0,Midwestern Gas Trans Co,Midwest,Intra-regional,Tennessee,Sumner,Kentucky,Simpson,665.0,
2017.0,Mississippi Canyon Gas PL Co,Gulf of Mexico,South Central,Gulf of Mexico,West Delta 143,Louisiana,Plaquemines,800.0,
2017.0,Missouri Interstate Pipeline Co,Midwest,Intra-regional,Illinois,Madison,Missouri,St Charles,20.0,
2017.0,Mobile Bay Producers,Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Alabama,Mobile,600.0,"Gathering from Mobile Bay (not Gulf South) ExonMobile, Shell, and Williams Field Services"
2017.0,Mohave Pipeline Co,Mountain,Pacific,Arizona,Mohave,California,San Bernardino,400.0,
2017.0,Mustang Island,Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Texas,Nueces,200.0,
2017.0,Nat Gas P L Co Of America,South Central,Midwest,Arkansas,Clay,Missouri,Butler,1574.0,
2017.0,Nat Gas P L Co Of America,South Central,Intra-regional,Arkansas,Miller,Texas,Cass,600.0,
2017.0,Nat Gas P L Co Of America,Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Texas,Jefferson,150.0,
2017.0,Nat Gas P L Co Of America,Midwest,Intra-regional,Illinois,Cook,Indiana,Lake,710.0,
2017.0,Nat Gas P L Co Of America,Midwest,Intra-regional,Illinois,Mchenry,Wisconsin,Kenosha,55.0,
2017.0,Nat Gas P L Co Of America,Midwest,Intra-regional,Iowa,Muscatine,Illinois,Rock Island,1777.0,
2017.0,Nat Gas P L Co Of America,South Central,Mountain,Kansas,Washington,Nebraska,Jefferson,1224.0,
2017.0,Nat Gas P L Co Of America,South Central,Intra-regional,Kansas,Meade,Oklahoma,Beaver,300.0,
2017.0,Nat Gas P L Co Of America,South Central,Intra-regional,Louisiana,Cameron,Texas,Jefferson,140.0,
2017.0,Nat Gas P L Co Of America,Midwest,Intra-regional,Missouri,Perry,Illinois,Jackson,1650.0,
2017.0,Nat Gas P L Co Of America,Mountain,Midwest,Nebraska,Cass,Iowa,Mills,1389.0,
2017.0,Nat Gas P L Co Of America,Mountain,South Central,New Mexico,Roosevelt,Texas,Cochran,656.0,
2017.0,Nat Gas P L Co Of America,South Central,Intra-regional,Oklahoma,Beaver,Kansas,Meade,1202.0,
2017.0,Nat Gas P L Co Of America,South Central,Intra-regional,Oklahoma,Beaver,Texas,Ochiltree,1390.0,
2017.0,Nat Gas P L Co Of America,South Central,Intra-regional,Texas,Cass,Arkansas,Miller,1805.0,
2017.0,Nat Gas P L Co Of America,South Central,Intra-regional,Texas,Jefferson,Louisiana,Cameron,996.0,
2017.0,Nat Gas P L Co Of America,South Central,Mountain,Texas,Cochran,New Mexico,Roosevelt,550.0,
2017.0,Nat Gas P L Co Of America,South Central,Intra-regional,Texas,Wheeler,Oklahoma,Beckham,1433.0,
2017.0,National Fuel Gas Supply Co,Northeast,Intra-regional,New York,Allegany,Pennsylvania,Potter,368.0,
2017.0,National Fuel Gas Supply Co,Northeast,Intra-regional,New York,Steuben,Pennsylvania,Potter,116.0,
2017.0,National Fuel Gas Supply Co,Northeast,Intra-regional,Pennsylvania,Potter,New York,Allegany,641.0,
2017.0,National Fuel Gas Supply Co,Northeast,Intra-regional,Pennsylvania,Potter,New York,Steuben,116.0,
2017.0,Nautilus Pipeline Co,Gulf of Mexico,South Central,Gulf of Mexico,Ship Shoal 207,Louisiana,St. Mary,600.0,
2017.0,NET Mexico Pipeline,South Central,Mexico,Texas,Nueces,Mexico,Rio Grande,2100.0,
2017.0,NOARK Pipeline System,South Central,Midwest,Arkansas,Clay,Missouri,Dunklin,33.0,
2017.0,Nora Transmission Co,Midwest,Northeast,Kentucky,Pike,Virginia,Wise,50.0,
2017.0,Norse Pipeline Co,Northeast,Intra-regional,New York,Chautauqua,Pennsylvania,Warren,2.0,
2017.0,Norse Pipeline Co,Northeast,Intra-regional,Pennsylvania,Warren,New York,Chautauqua,10.0,
2017.0,North Baja Pipeline Co,Mountain,Pacific,Arizona,La Paz,California,Riverside,500.0,
2017.0,North Baja Pipeline Co,Pacific,Mountain,California,,Arizona,La Paz,81.0,
2017.0,North Baja Pipeline Co,Pacific,Mountain,California,Riverside,Arizona,La Paz,614.0,
2017.0,North Baja Pipeline Co,Pacific,Mexico,California,Imperial,Mexico,Baja California,500.0,
2017.0,North Baja Pipeline Co,Mexico,Pacific,Mexico,Baja California,California,Riverside,614.0,
2017.0,North Country P L Co,Canada,Northeast,Ontario,Ontario,New York,Franklin,56.0,
2017.0,North Shore Gas Co,Midwest,Intra-regional,Illinois,Lake,Wisconsin,Kenosha,40.0,
2017.0,Northern Border Pipeline Co,Midwest,Intra-regional,Illinois,Will,Indiana,Lake,917.0,
2017.0,Northern Border Pipeline Co,Midwest,Intra-regional,Iowa,Scott,Illinois,Rock Island,988.0,
2017.0,Northern Border Pipeline Co,Midwest,Intra-regional,Minnesota,Martin,Iowa,Kossuth,2250.0,
2017.0,Northern Border Pipeline Co,Mountain,Intra-regional,Montana,Roosevelt,North Dakota,Williams,2180.0,
2017.0,Northern Border Pipeline Co,Mountain,Intra-regional,North Dakota,Mcintosh,South Dakota,Mcpherson,2375.0,
2017.0,Northern Border Pipeline Co,Canada,Mountain,Saskatchewan,Saskatchewan,Montana,Phillips,2373.0,
